,id,last_scraped,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1972,53555832,2024-09-18,433688210,Blanca,2021-11-27,,within an hour,1.0,0.93,t,3,3,t,t,Private room in rental unit,Private room,1,1.0,1 private bath,1.0,1.0,65.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,7,2,0,2022-12-20,2024-06-07,5.0,5.0,5.0,5.0,4.86,,f,0,3,0,0.33
1973,53558400,2024-09-18,29241680,Christopher,2015-03-12,"Boston, MA",within an hour,1.0,1.0,f,1,1,t,f,Entire condo,Entire home/apt,6,1.0,1 bath,2.0,2.0,231.0,2,365,2.0,3.0,1125.0,1125.0,2.3,1125.0,t,6,6,2024-09-18,7,7,0,2023-12-31,2024-06-09,5.0,5.0,4.71,5.0,4.86,STR-545354,f,1,0,0,0.8
1974,53572353,2024-09-18,433846126,Katherine,2021-11-28,,within a day,1.0,0.93,t,1,1,t,f,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,4.0,296.0,3,90,1.0,3.0,90.0,90.0,3.0,90.0,t,8,46,2024-09-18,93,25,2,2022-04-12,2024-09-09,4.88,4.89,4.83,4.91,4.77,STR-546622,f,1,0,0,3.13
1975,53574233,2024-09-18,430192128,V,2021-11-03,"Boston, MA",within a day,0.8,0.58,f,3,3,f,t,Private room in bed and breakfast,Private room,1,1.0,1 bath,1.0,1.0,66.0,29,152,29.0,29.0,152.0,152.0,29.0,152.0,t,2,49,2024-09-18,2,2,0,2024-07-01,2024-07-31,5.0,4.0,4.5,5.0,5.0,,f,0,3,0,0.75
1976,53574243,2024-09-18,430192128,V,2021-11-03,"Boston, MA",within a day,0.8,0.58,f,3,3,f,t,Private room in bed and breakfast,Private room,1,1.0,1 shared bath,1.0,1.0,36.0,29,130,29.0,29.0,130.0,130.0,29.0,130.0,t,29,33,2024-09-18,1,1,0,2024-02-01,2024-02-01,5.0,5.0,5.0,5.0,5.0,,f,0,3,0,0.13
1977,53602315,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,251.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,33,2024-09-18,1,1,0,2023-11-06,2023-11-06,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,0.09
1978,53628586,2024-09-18,69967323,John,2016-05-02,,within an hour,1.0,0.99,f,5,6,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,85.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,17,53,2024-09-18,39,16,2,2022-10-26,2024-09-16,4.79,4.9,4.9,4.95,4.64,STR-545899,t,1,4,0,1.69
1979,53631121,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,6,1.2,1 bath,2.0,1.0,213.0,1,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,t,5,65,2024-09-18,65,8,0,2021-12-09,2024-06-24,4.57,4.78,4.8,4.71,4.14,STR-515555,t,63,0,0,1.92
1980,53631431,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,210.0,1,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,t,15,75,2024-09-18,90,28,3,2021-12-28,2024-09-02,4.6,4.58,4.76,4.61,4.22,STR-515555,t,63,0,0,2.71
1981,53631585,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,4.0,213.0,1,1125,1.0,4.0,1125.0,1125.0,3.8,1125.0,t,10,70,2024-09-18,96,20,4,2021-12-13,2024-09-13,4.63,4.71,4.76,4.67,4.17,STR-515555,t,63,0,0,2.85
1982,53688867,2024-09-18,272278152,Irfan,2019-06-29,"Winthrop, MA",,1.0,0.9,f,1,3,t,t,Entire rental unit,Entire home/apt,4,1.2,1 bath,2.0,1.0,213.0,29,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,10,0,0,2022-01-03,2022-08-10,4.8,4.9,5.0,5.0,5.0,STR-460052,f,1,0,0,0.3
1983,53699018,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,281.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,4.8,4.9,5.0,5.0,5.0,,t,355,0,0,
1984,53699031,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,271.0,32,1125,31.0,365.0,1125.0,1125.0,36.3,1125.0,t,12,32,2024-09-18,1,0,0,2022-07-16,2022-07-16,5.0,5.0,5.0,2.0,5.0,,t,355,0,0,0.04
1985,53702666,2024-09-18,4366463,Jennifer,2012-12-09,"Boston, MA",within an hour,0.92,0.99,f,1,1,t,t,Entire home,Entire home/apt,8,2.0,2 baths,3.0,6.0,1000.0,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,9,43,2024-09-18,86,44,2,2022-09-16,2024-09-01,4.97,4.94,4.99,4.98,4.99,STR-537315,f,1,0,0,3.51
1986,53733454,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,277.0,32,1125,31.0,365.0,1125.0,1125.0,35.8,1125.0,t,0,0,2024-09-18,0,0,0,,,4.97,4.94,4.99,4.98,4.99,,t,355,0,0,
1987,53733834,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,284.0,32,1125,31.0,365.0,1125.0,1125.0,36.2,1125.0,t,0,0,2024-09-18,0,0,0,,,4.97,4.94,4.99,4.98,4.99,,t,355,0,0,
1988,53739617,2024-09-18,158837906,Dan,2017-11-15,,within an hour,0.98,0.42,,20,24,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,499.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,7,23,2024-09-18,6,0,0,2022-05-22,2023-09-12,5.0,5.0,4.83,4.83,4.83,STR-007926,f,10,0,0,0.21
1989,53756737,2024-09-18,42715907,Emma,2015-08-27,"Boston, MA",within a few hours,1.0,0.91,t,1,1,t,t,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,220.0,2,120,2.0,2.0,120.0,120.0,2.0,120.0,t,3,44,2024-09-18,63,13,1,2021-12-24,2024-08-31,4.94,4.98,4.95,4.98,4.94,STR-463838,f,1,0,0,1.89
1990,53772385,2024-09-18,420731690,Thuyvan,2021-08-29,,within an hour,1.0,1.0,,3,3,t,t,Entire rental unit,Entire home/apt,6,1.2,1 bath,3.0,1.0,213.0,1,11,1.0,2.0,11.0,11.0,1.3,11.0,t,19,72,2024-09-18,69,14,2,2021-12-28,2024-09-03,4.68,4.8,4.64,4.96,4.35,STR-459905,f,2,0,0,2.08
1991,53775865,2024-09-18,183914990,Edmund,2018-04-12,,within an hour,1.0,0.97,f,7,7,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,196.0,2,365,1.0,4.0,365.0,365.0,2.0,365.0,t,7,55,2024-09-18,110,37,4,2021-12-18,2024-09-02,4.3,4.53,4.5,4.75,4.69,,f,6,1,0,3.28
1992,53785663,2024-09-18,183914990,Edmund,2018-04-12,,within an hour,1.0,0.97,f,7,7,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,203.0,2,365,1.0,4.0,365.0,365.0,1.4,365.0,t,10,50,2024-09-18,93,27,2,2022-01-04,2024-08-27,4.4,4.44,4.63,4.75,4.8,str-557152,t,6,1,0,2.82
1993,53787344,2024-09-18,183914990,Edmund,2018-04-12,,within an hour,1.0,0.97,f,7,7,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,220.0,2,365,1.0,4.0,365.0,365.0,2.0,365.0,t,15,70,2024-09-18,59,8,0,2022-02-21,2024-07-19,4.22,4.2,4.59,4.69,4.9,str-557158,t,6,1,0,1.88
1994,53801849,2024-09-18,183914990,Edmund,2018-04-12,,within an hour,1.0,0.97,f,7,7,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,205.0,2,365,1.0,4.0,365.0,365.0,2.0,365.0,t,15,65,2024-09-18,66,20,3,2022-01-31,2024-09-03,4.42,4.47,4.62,4.76,4.76,str-557142,t,6,1,0,2.06
1995,53807625,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 shared baths,4.0,1.0,62.0,91,180,91.0,91.0,180.0,180.0,91.0,180.0,t,0,0,2024-09-18,0,0,0,,,4.42,4.47,4.62,4.76,4.76,,f,1,155,0,
1996,53807942,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 baths,4.0,1.0,33.0,91,106,91.0,91.0,106.0,106.0,91.0,106.0,t,0,44,2024-09-18,0,0,0,,,4.42,4.47,4.62,4.76,4.76,,t,1,155,0,
1997,53827443,2024-09-18,423270067,Harry And Susie,2021-09-16,"Boston, MA",within an hour,0.9,0.99,f,10,159,t,t,Entire rental unit,Entire home/apt,8,2.0,2 baths,2.0,4.0,1051.0,1,365,1.0,8.0,365.0,365.0,3.4,365.0,t,0,0,2024-09-18,4,4,0,2024-06-07,2024-08-13,3.75,3.75,4.0,4.0,4.0,,t,10,0,0,1.15
1998,53872342,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 baths,4.0,1.0,79.0,91,106,91.0,91.0,106.0,106.0,91.0,106.0,t,28,88,2024-09-18,0,0,0,,,3.75,3.75,4.0,4.0,4.0,,t,1,155,0,
1999,53873611,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,281.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,3.75,3.75,4.0,4.0,4.0,,f,355,0,0,
2000,53893204,2024-09-18,433688210,Blanca,2021-11-27,,within an hour,1.0,0.93,t,3,3,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,53.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,37,2024-09-18,7,5,0,2022-07-21,2024-08-10,5.0,5.0,5.0,5.0,4.71,,f,0,3,0,0.27
2001,53898789,2024-09-18,26988,Anne,2009-07-22,"Boston, MA",within a few hours,1.0,0.49,t,8,32,t,t,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,105.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,17,77,2024-09-18,1,1,0,2024-08-11,2024-08-11,5.0,5.0,4.0,5.0,5.0,,f,4,0,0,0.77
2002,53914758,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,257.0,32,1125,31.0,365.0,1125.0,1125.0,37.1,1125.0,t,0,2,2024-09-18,1,1,1,2024-08-26,2024-08-26,5.0,5.0,5.0,5.0,5.0,,f,355,0,0,1.0
2003,53932819,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,252.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,
2004,53964554,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,257.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,14,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,
2005,53971958,2024-09-18,437204027,Raja,2021-12-23,,within a few hours,0.9,0.9,f,9,9,t,f,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,47.0,91,365,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,1,0,0,2022-12-20,2022-12-20,5.0,4.0,5.0,5.0,4.0,STR-465066,t,0,6,0,0.05
2006,53992722,2024-09-18,357700886,Adolph,2020-07-21,"Brookline, MA",within a few hours,0.9,0.92,t,3,3,t,f,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,110.0,10,365,10.0,10.0,365.0,365.0,10.0,365.0,t,12,72,2024-09-18,21,10,1,2022-06-05,2024-09-06,4.86,4.86,4.76,4.86,4.76,STR-546280,f,2,0,0,0.75
2007,54012247,2024-09-18,247996442,Loan,2019-03-10,"Boston, MA",within an hour,1.0,1.0,t,2,2,f,t,Entire home,Entire home/apt,14,1.2,2.5 baths,7.0,1.0,213.0,4,28,3.0,4.0,28.0,28.0,3.7,28.0,t,3,40,2024-09-18,21,12,2,2022-03-28,2024-08-26,4.86,4.9,4.86,5.0,4.76,Str-551845,t,2,0,0,0.7
2008,54047272,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,241.0,32,1125,31.0,365.0,1125.0,1125.0,35.8,1125.0,t,0,0,2024-09-18,2,2,0,2023-12-01,2024-06-01,4.0,4.5,4.0,3.5,5.0,,f,355,0,0,0.2
2009,54051307,2024-09-18,71783,Lance,2010-01-19,"Boston, MA",within an hour,1.0,0.98,f,30,68,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,124.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,2024-09-18,2,1,0,2023-08-14,2024-06-22,4.0,3.5,4.5,4.5,3.5,,t,14,15,0,0.15
2010,54051626,2024-09-18,71783,Lance,2010-01-19,"Boston, MA",within an hour,1.0,0.98,f,30,68,t,t,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,54.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,5,65,2024-09-18,1,0,0,2022-02-16,2022-02-16,5.0,5.0,5.0,5.0,5.0,,t,14,15,0,0.03
2011,54052472,2024-09-18,71783,Lance,2010-01-19,"Boston, MA",within an hour,1.0,0.98,f,30,68,t,t,Entire condo,Entire home/apt,6,2.0,2 baths,5.0,7.0,214.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,2024-09-18,3,1,0,2023-05-14,2024-05-29,5.0,5.0,5.0,5.0,5.0,,t,14,15,0,0.18
2012,54133693,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 shared baths,1.0,1.0,58.0,91,180,91.0,91.0,180.0,180.0,91.0,180.0,t,0,7,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,f,1,155,0,
2013,54146486,2024-09-18,19610602,Emma,2014-08-07,"Boston, MA",within an hour,1.0,1.0,t,6,8,t,t,Entire home,Entire home/apt,12,2.5,2.5 baths,5.0,8.0,264.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,26,86,2024-09-18,62,0,0,2022-02-24,2023-01-01,4.87,4.89,4.94,4.98,4.53,STR-465354,f,5,0,0,1.98
2014,54159081,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,333.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,17,2024-09-18,1,1,0,2024-01-28,2024-01-28,5.0,5.0,5.0,3.0,5.0,,f,355,0,0,0.13
2015,54159310,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,259.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,1,1,0,2024-01-22,2024-01-22,3.0,5.0,3.0,3.0,5.0,,t,355,0,0,0.12
2016,54232345,2024-09-18,285344759,Bv,2019-08-13,,within an hour,1.0,0.99,f,19,24,t,t,Entire rental unit,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,2,365,2.0,4.0,365.0,365.0,2.0,365.0,t,0,0,2024-09-18,28,15,0,2022-02-20,2024-06-09,4.25,4.11,4.18,4.89,4.82,STR-415223,t,10,9,0,0.89
2017,54246555,2024-09-18,18292698,Helder,2014-07-17,"Boston, MA",within an hour,1.0,0.97,t,3,4,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,163.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,6,9,2024-09-18,108,50,4,2022-03-09,2024-09-15,4.81,4.87,4.88,4.97,4.31,STR-519534,f,1,0,0,3.5
2018,54261439,2024-09-18,357700886,Adolph,2020-07-21,"Brookline, MA",within a few hours,0.9,0.92,t,3,3,t,f,Entire guest suite,Entire home/apt,2,1.0,1 bath,2.0,2.0,90.0,15,365,15.0,15.0,365.0,365.0,15.0,365.0,t,1,61,2024-09-18,10,3,0,2022-04-19,2024-08-02,4.9,4.9,5.0,4.6,4.8,STR-414417,f,2,0,0,0.34
2019,54263761,2024-09-18,5618949,Alan,2013-03-25,"Boston, MA",within an hour,1.0,0.97,f,13,33,t,t,Entire home,Entire home/apt,4,1.0,1 bath,1.0,2.0,116.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,5,51,2024-09-18,12,12,0,2024-01-01,2024-08-07,4.83,4.75,4.33,4.92,4.25,STR-419049,t,13,0,0,1.37
2020,54263774,2024-09-18,5618949,Alan,2013-03-25,"Boston, MA",within an hour,1.0,0.97,f,13,33,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,85.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,13,73,2024-09-18,25,3,0,2022-02-25,2023-10-06,4.48,4.52,4.36,4.76,4.25,STR-419040,f,13,0,0,0.8
2021,54266328,2024-09-18,409684302,Justin And Mandy,2021-06-28,"Boston, MA",within an hour,1.0,0.99,f,34,153,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,378.0,14,365,28.0,60.0,365.0,365.0,50.4,365.0,t,24,84,2024-09-18,0,0,0,,,4.48,4.52,4.36,4.76,4.25,Exempt: This listing is a hotel or motel,t,34,0,0,
2022,54278398,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,204.0,1,365,1.0,5.0,365.0,365.0,2.0,365.0,t,6,50,2024-09-18,151,54,3,2022-03-06,2024-09-01,4.77,4.84,4.81,4.95,4.91,str-561975,t,77,0,0,4.88
2023,54289419,2024-09-18,105384549,Laura,2016-11-27,,within an hour,1.0,1.0,f,5,8,t,f,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,369.0,32,365,32.0,32.0,365.0,365.0,32.0,365.0,t,30,90,2024-09-18,6,0,0,2022-01-20,2023-02-06,4.67,4.33,4.83,4.33,4.83,STR-408973,t,2,0,0,0.18
2024,54339966,2024-09-18,285344759,Bv,2019-08-13,,within an hour,1.0,0.99,f,19,24,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,149.0,3,142,1.0,4.0,142.0,142.0,2.0,142.0,,5,57,2024-09-18,99,30,1,2022-02-13,2024-09-01,4.39,4.57,4.4,4.88,4.76,STR-415222,t,10,9,0,3.13
2025,54341236,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,272.0,1,365,1.0,5.0,365.0,365.0,2.1,365.0,,17,70,2024-09-18,99,40,1,2022-04-10,2024-09-02,4.62,4.63,4.69,4.91,4.98,,f,77,0,0,3.33
2026,54356548,2024-09-18,105384549,Laura,2016-11-27,,within an hour,1.0,1.0,f,5,8,t,f,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,289.0,32,365,32.0,32.0,365.0,365.0,32.0,365.0,t,30,90,2024-09-18,0,0,0,,,4.62,4.63,4.69,4.91,4.98,,t,2,0,0,
2027,54368337,2024-09-18,387425261,Susan,2021-02-05,,within an hour,1.0,0.98,t,4,5,t,t,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,275.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,30,90,2024-09-18,57,11,1,2022-02-18,2024-08-25,4.95,4.91,4.89,4.95,4.91,STR-545123,f,1,0,0,1.81
2028,54384369,2024-09-18,20857768,Compass,2014-09-02,"Boston, MA",within a few hours,0.97,0.6,t,51,112,t,t,Entire serviced apartment,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,5,1,0,2022-05-02,2023-09-30,5.0,4.8,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,20,0,0,0.17
2029,54384571,2024-09-18,814298,Thatch,2011-07-13,"Boston, MA",within an hour,0.99,0.99,f,79,111,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,371.0,1,365,1.0,4.0,365.0,365.0,1.6,365.0,t,6,57,2024-09-18,43,10,0,2022-04-21,2024-03-29,4.72,4.77,4.77,4.91,4.93,Exempt: This listing is a hotel or motel,t,27,31,0,1.46
2030,54392466,2024-09-18,102027626,Romo & Nayeli,2016-11-01,"Boston, MA",within an hour,1.0,1.0,t,5,5,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,253.0,2,365,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,2,20,2024-09-18,65,52,8,2022-07-30,2024-09-15,4.95,4.92,5.0,4.95,4.63,STR-386945,f,3,0,0,2.49
2031,54399424,2024-09-18,409684302,Justin And Mandy,2021-06-28,"Boston, MA",within an hour,1.0,0.99,f,34,153,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,723.0,14,365,28.0,60.0,365.0,365.0,50.4,365.0,t,14,62,2024-09-18,0,0,0,,,4.95,4.92,5.0,4.95,4.63,Exempt: This listing is a hotel or motel,t,34,0,0,
2032,54399467,2024-09-18,409684302,Justin And Mandy,2021-06-28,"Boston, MA",within an hour,1.0,0.99,f,34,153,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,508.0,14,365,28.0,60.0,365.0,365.0,50.4,365.0,t,2,57,2024-09-18,1,1,0,2023-09-28,2023-09-28,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a hotel or motel,t,34,0,0,0.08
2033,54399802,2024-09-18,285344759,Bv,2019-08-13,,within an hour,1.0,0.99,f,19,24,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,155.0,2,365,1.0,4.0,365.0,365.0,2.0,365.0,,7,43,2024-09-18,64,25,1,2022-03-14,2024-08-20,4.56,4.59,4.38,4.92,4.78,,t,10,9,0,2.09
2034,513711312599022976,2024-09-18,3417255,Mark,2012-08-29,"Newton, MA",within a few hours,1.0,0.68,f,3,3,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,130.0,180,365,180.0,180.0,365.0,365.0,180.0,365.0,t,29,89,2024-09-18,1,0,0,2022-09-06,2022-09-06,3.0,3.0,4.0,5.0,5.0,,f,1,0,0,0.04
2035,535537043649027008,2024-09-18,38284667,Ruth,2015-07-12,,,1.0,0.33,t,1,5,t,t,Entire rental unit,Entire home/apt,1,1.2,1 bath,1.0,1.0,213.0,217,260,217.0,217.0,260.0,260.0,217.0,260.0,t,0,0,2024-09-18,0,0,0,,,3.0,3.0,4.0,5.0,5.0,,f,1,0,0,
2036,539376906593555968,2024-09-18,382740300,Neita,2021-01-02,,,1.0,0.9,f,1,1,f,t,Private room in loft,Private room,2,1.2,1 shared bath,1.0,1.0,213.0,92,95,92.0,92.0,1125.0,1125.0,92.0,1125.0,t,30,90,2024-09-18,0,0,0,,,3.0,3.0,4.0,5.0,5.0,,t,0,1,0,
2037,542466980559113984,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,363.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,46,2024-09-18,1,0,0,2023-01-21,2023-01-21,5.0,5.0,5.0,5.0,5.0,,f,355,0,0,0.05
2038,543380181621601984,2024-09-18,297860058,Sophia,2019-09-25,,within an hour,1.0,0.94,f,233,1504,t,t,Private room in rental unit,Private room,1,0.0,0 shared baths,4.0,1.0,55.0,91,180,91.0,91.0,180.0,180.0,91.0,180.0,t,28,88,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,f,1,155,0,
2039,544684082770819968,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,205.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,f,355,0,0,
2040,544686606795534976,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,213.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,
2041,544750698666940032,2024-09-18,37035419,Wendy,2015-06-29,,within a day,0.86,0.9,t,9,9,t,f,Private room in home,Private room,1,2.0,2 shared baths,1.0,1.0,75.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,8,2024-09-18,3,0,0,2022-12-14,2023-07-21,5.0,5.0,5.0,5.0,5.0,,f,0,9,0,0.14
